LOINC_NUM,LONG_COMMON_NAME,SHORTNAME,DisplayName,RELATEDNAMES2,SCALE_TYP
55805-6,cyclosporine [mass/volume] in blood by lc/ms/ms,cyclosporine bld lc/ms/ms-mcnc,cyclosporine lc/ms/ms (bld) [mass/vol],blood; ciclosporin; ciclosporine; csa; cyclosporin a; cyclosporins; drug/toxicology; drugs; gengraf; level; mass concentration; neoral; point in time; qnt; quan; quant; quantitative; random; restasis; sandimmune; sangcya; wb; whole blood,Qn
55811-4,18-hydroxycortisol [moles/time] in 24 hour urine,18oh-cortis 24h ur-srate,18-hydroxycortisol (24h u) [moles/time],1 day; 18oh-cortis; 24 hours; 24hr; chemistry; qnt; quan; quant; quantitative; srate; substance rate; ua; ur; urn,Qn
55817-1,amino acids [moles/mass] in hair,amino acids hair-scnt,amino acids (hair) [moles/mass],aa; acd; acid; amino acid; amino acids.total; chemistry; har; point in time; qnt; quan; quant; quantitative; random; substance content,Qn
55819-7,adiponectin.high molecular weight [mass/volume] in serum or plasma,adiponectin.hmw serpl-mcnc,adiponectin.high molecular weight [mass/vol],adiponectin.hmw; chemistry; hmw; level; mass concentration; pl; plasma; plsm; point in time; qnt; quan; quant; quantitative; random; serp; serpl; serplas; serum; serum or plasma; sr; wt,Qn
55822-1,allo-tetrahydrodeoxycortisol [mass/time] in 24 hour urine,allo-th-dc 24h ur-mrate,allo-tetrahydrodeoxycortisol (24h u) [mass/time],1 day; 24 hours; 24hr; allo th-dc; allo-th-dc; chemistry; mass rate; mrate; qnt; quan; quant; quantitative; tetrahydro-11-deoxycortisol; th-dc; ua; ur; urn,Qn
55829-6,catalase [enzymatic activity/mass] in tissue,catalase tiss-ccnt,catalase (tiss) [catalytic activity/mass],"catalytic content; chemistry; point in time; qnt; quan; quant; quantitative; random; tissue; tissue, unspecified",Qn
55835-3,vegetable fibers [presence] in stool by light microscopy,vegetable fibers stl ql micro,vegetable fibers lm ql (stl),bowel movement; chemistry; faecal; faeces; fecal; feces; fiber; lm; micro; micros; microscopic; ordinal; point in time; pr; ql; qual; qualitative; random; screen; stl; stool = fecal,Ord
55840-3,cholesterol esters [moles/volume] in serum or plasma,cholest ester serpl-scnc,cholesterol esters [moles/vol],chemistry; chol; choles; cholest; cholest ester; cholesterol total; cholesterols; ester; level; lipid; pl; plasma; plsm; point in time; qnt; quan; quant; quantitative; random; serp; serpl; serplas; serum; serum or plasma; sr; substance concentration,Qn
55843-7,corticosterone [moles/volume] in 24 hour urine,corticoster 24h ur-scnc,corticosterone (24h u) [moles/vol],1 day; 24 hours; 24hr; b; chemistry; compound b; cort; corticoster; level; qnt; quan; quant; quantitative; substance concentration; ua; ur; urn,Qn
55847-8,cryoglobulin.igg.monoclonal [presence] in serum,cryoglob igg moncl ser ql,cryoglobulin.igg.monoclonal ql (s),cryo; cryoglob igg; cryoglob igg moncl; cryoglobulins; cryoprecipitate; immune globulin g; immunoglobulin g; m-igg; ordinal; point in time; pr; ql; qual; qualitative; random; screen; serology; serum; sr,Ord
5584-8,arsenic [mass/mass] in hair,arsenic hair-mcnt,arsenic (hair) [mass/mass],as; drug/toxicology; drugs; har; mass content; point in time; qnt; quan; quant; quantitative; random,Qn
55859-3,folate [mass/volume] in cerebral spinal fluid,folate csf-mcnc,folate (csf) [mass/vol],cerebral spinal fluid; cerebrospinal fl; chemistry; folat; folic acid; level; mass concentration; point in time; pteroylglutamate; pteroylglutamic acid; qnt; quan; quant; quantitative; random; spinal fl; spinal fld; spinal flu; spinal fluid; vit m; vitamin m,Qn
5587-1,arsenic [mass/time] in 24 hour urine,arsenic 24h ur-mrate,arsenic (24h u) [mass/time],1 day; 24 hours; 24hr; as; drug/toxicology; drugs; mass rate; mrate; qnt; quan; quant; quantitative; ua; ur; urn,Qn
55880-9,homovanillate [moles/volume] in serum,hva ser-scnc,homovanillate (s) [moles/vol],3-methoxy-4-hydroxy-phenylacetic acid; chemistry; homovanilic; homovanillic acid; hva; level; point in time; qnt; quan; quant; quantitative; random; serum; sr; substance concentration; tumor marker,Qn
55883-3,hydroxocobalamin [mass/volume] in body fluid,vit b12b fld-mcnc,hydroxocobalamin (body fld) [mass/vol],"b/f; bf; bod; bodies; body fluid; body fluid, unsp; chemistry; fl; fld; flu; fluid; hydroxycobalamin; level; mass concentration; point in time; qnt; quan; quant; quantitative; random; vit b12b; vitamin b12; vitamin b12b",Qn
55885-8,hydroxocobalamin [mass/volume] in urine,vit b12b ur-mcnc,hydroxocobalamin (u) [mass/vol],chemistry; hydroxycobalamin; level; mass concentration; point in time; qnt; quan; quant; quantitative; random; ua; ur; urn; vit b12b; vitamin b12; vitamin b12b,Qn
55891-6,hydroxylysine [moles/mass] in hair,oh-lysine hair-scnt,hydroxylysine (hair) [moles/mass],chemistry; har; hydroxy lysine; hydroxyl; oh-lysine; point in time; qnt; quan; quant; quantitative; random; substance content,Qn
55904-7,ige.monoclonal [presence] in serum by immunoelectrophoresis,m-ige ser ql iep,ige.monoclonal iep ql (s),chemistry; iep; imm elect; immune globulin e; immunoelect; immunoglobulin e; m-ige; ordinal; point in time; pr; ql; qual; qualitative; random; screen; serum; sie; siep; sr,Ord
55912-0,arylsulfatase [enzymatic activity/volume] in dbs,arylsulfatase dbs-ccnc,arylsulfatase (dbs) [catalytic activity/vol],arylsulfatase.total; blood; catalytic concentration; chemistry; dbs; dried blood spot; filter paper; fp; point in time; qnt; quan; quant; quantitative; random; wb; whole blood,Qn
5591-3,benzene [presence] in serum or plasma,benzene serpl ql,benzene ql,cyclohexatriene; drug/toxicology; drugs; ordinal; pl; plasma; plsm; point in time; pr; ql; qual; qualitative; random; screen; serp; serpl; serplas; serum; serum or plasma; sr,Ord
55936-9,lysozyme [mass/volume] in cerebral spinal fluid,lysozyme csf-mcnc,lysozyme (csf) [mass/vol],"cerebral spinal fluid; cerebrospinal fl; chemistry; k208; level; lysozymes; mass concentration; muramidase; n-acetylmuramide glycanhydrolase; ngal d 4 lysozyme, egg; point in time; qnt; quan; quant; quantitative; random; rk208; spinal fl; spinal fld; spinal flu; spinal fluid",Qn
55957-5,oleoylcarnitine (c18:1) [moles/volume] in amniotic fluid,oleoylcarn amn-scnc,c18:1 (amn fld) [moles/vol],af; amn; amn fl; amnio; amniotic flu; amniotic fluid; c18:1; chemistry; i; level; octadecenoyl carnitine; octadecenoylcarnitine; oleoyl carnitine; oleyl carnitine; oleylcarnitine; point in time; qnt; quan; quant; quantitative; random; substance concentration,Qn
5596-2,beryllium [mass/time] in 24 hour urine,beryllium 24h ur-mrate,beryllium (24h u) [mass/time],1 day; 24 hours; 24hr; be; berylliosis; drug/toxicology; drugs; mass rate; mrate; qnt; quan; quant; quantitative; ua; ur; urn,Qn
55979-9,right corrective lens visual acuity far by lensmeter,r corr lens far va by lm,,by lm; corr lens; distance; eye; eye.glasses; far va; focimeter; length ratio; lensometer; lm; ophthalmology; ophtho; ophthy; point in time; qnt; quan; quant; quantitative; r; r corr lens; random; refraction; rt; va,Qn
55986-4,right glasses lens prescription n po,r glasses rx n po,,eye; eye.glasses; glasses rx; length; ophthalmology; ophtho; ophthy; oral; point in time; qnt; quan; quant; quantitative; r; r glasses rx; random; rt; rx,Qn
5598-8,bismuth [mass/volume] in urine,bismuth ur-mcnc,bismuth (u) [mass/vol],bi; drug/toxicology; drugs; level; mass concentration; point in time; qnt; quan; quant; quantitative; random; ua; ur; urn,Qn
55997-1,right contact lens over refraction sphere,r cont lens or sphere,,cont lens; eye; eye.contact_lens; inverse length; ophthalmology; ophtho; ophthy; or sphere; point in time; qnt; quan; quant; quantitative; r; r cont lens; random; rt,Qn
55998-9,right contact lens over refraction cylinder,r cont lens or cylinder,,cont lens; cyl; eye; eye.contact_lens; inverse length; ophthalmology; ophtho; ophthy; or cylinder; point in time; qnt; quan; quant; quantitative; r; r cont lens; random; rt,Qn
56019-3,platelet aggregation thrombin induced atp secretion in blood --1 u/ml,pa thromb atp secr 1 u/ml bld,platelet aggregation thrombin induced atp secretion 1 u/ml (bld) [rel units/vol],agg; aggr; blood; coagulation; hematology; heme; i; pa; pa thromb atp secr; pa thrombin; pl; platelets; platelt; plt; point in time; qnt; quan; quant; quantitative; random; rlacnc; throm; thrombocyte; thrombocytes; wb; whole blood,Qn
56041-7,beta defensin [mass/mass] in stool.wet,beta defensin stool.wet-mcnt,beta defensin (stool.wet) [mass/mass],b; bowel movement; chemistry; faecal; faeces; fecal; feces; mass content; point in time; qnt; quan; quant; quantitative; random; stl; stool = fecal,Qn
56047-4,shoulder horizontal adduction active range of motion quantitative,should horizontal adduction arom qn,,adduction arom; arom; h+p; h+p.px; horizontal adduction arom; msk; musculoskeletal; ortho; orthopedics; p prime; point in time; qnt; quan; quant; quantitative; random; rnge; upper extremity joint,Qn
56073-0,deprecated phenx measure - neck circumference,,,girth; pan; panel; panel.phenx; panl; pnl; point in time; random,-
56074-8,circumference neck,circumf neck,,girth; length; phenx; point in time; qnt; quan; quant; quantitative; random,Qn
56083-9,body weight --xxx time ago,weight xxx time ago,,bdy weight; bod; bodies; phenx; point in time; qnt; quan; quant; quantitative; random; wt,Qn
56086-2,adult waist circumference protocol,adult waist circumf,,girth; pan; panel; panel.phenx; panl; phenx; pnl; point in time; random,-
56092-0,birth weight gnwch,birth weight gnwch,,@ birth; bdy weight; bod; bodies; body weight.molec; new born; newborn; point in time; qnt; quan; quant; quantitative; random; wt,Qn
56096-1,phenx - hand dominance - 42 months and older protocol 020601 alspac,hand dom- 42mo proto alspac,,hand dom- 42mo proto; pan; panel; panel.phenx; panl; pnl; point in time; random; upper extremity,-
56098-7,hand dominance - throwing a ball [alspac],hand dom- throwing a ball alspac,,finding; findings; hand dom- throwing a ball; nominal; phenx; point in time; random; upper extremity,Nom
5610-1,cadmium [mass/mass] in hair,cadmium hair-mcnt,cadmium (hair) [mass/mass],cd; drug/toxicology; drugs; har; mass content; point in time; qnt; quan; quant; quantitative; random,Qn
56122-5,igg [mass/volume] in cord blood,igg bldco-mcnc,igg (bldco) [mass/vol],blood - (umbilical) cord; chemistry; cord (umbilical) blood; cord bld; cord blood; immune globulin g; immunoglobulin g; level; mass concentration; point in time; qnt; quan; quant; quantitative; random,Qn
5612-7,cadmium [mass/time] in 24 hour urine,cadmium 24h ur-mrate,cadmium (24h u) [mass/time],1 day; 24 hours; 24hr; cd; drug/toxicology; drugs; mass rate; mrate; qnt; quan; quant; quantitative; ua; ur; urn,Qn
56137-3,ldl 2 [moles/volume] in serum or plasma,ldl2 serpl-scnc,ldl 2 [moles/vol],cardio; cardiology; chemistry; heart disease; ii; ldl2; level; pl; plasma; plsm; point in time; qnt; quan; quant; quantitative; random; serp; serpl; serplas; serum; serum or plasma; sr; substance concentration,Qn
56145-6,cd55+cd59 deficient rbc+granulocytes [interpretation] in blood narrative,cd55+cd59 def rbc+gran bld-imp,cd55+cd59 deficient rbc+granulocytes nar (bld) [interp],1f-5ag; blood; cd55 granulocytes; cd55+cd59 def rbc+gran; cd59.deficient; cell markers; daf; decay accelerating factor; discocytes; erthrocyte; erythrocyte; gran; grans; granulocyte; granulocytes; h19; hrf20; impression; impression/interpretation of study; impressions; interp; interpretation; macif; membrane inhibitor of reactive lysis; mirl; narrative; p-18; point in time; protectin; random; rbc; rbcs; red blood cell; red blood cells; red blood corpuscle; red blood corpusles; red cell; red cells; report; wb; whole blood,Nar
56154-8,protein.abnormal band/protein.total in serum or plasma by electrophoresis,abn prot mfr serpl elph,protein.abnormal band elph [mass fraction],abn; abn prot; abnorm; bands; bnd; chemistry; elec; elect; electr; electro; electrophhrs; electrophrs; elp; elph; ep; mass fraction; percent; pl; plasma; plsm; point in time; pr; prot; qnt; quan; quant; quantitative; random; serp; serpl; serplas; serum; serum or plasma; spep; sr; tot; totl; tp,Qn
56157-1,hoxb13 gene/il17br gene [ratio] in tissue by molecular genetics method,hoxb13 gene/il17br gene tiss-rto,hoxb13 gene/il17br gene molgen (tiss) [ratio],"crl4; evi27; homeobox b13; il17br; il17rh1; interleukin 17 receptor b; molecular genetics; molecular pathology; molpath; pcr; point in time; psgd; qnt; quan; quant; quantitative; random; ratios; rto; tissue; tissue, unspecified",Qn
56166-2,gum arabic igg4 ab [mass/volume] in serum,gum arabic igg4-mcnc,gum arabic igg4 (s) [mass/vol],abs; aby; acacia gum; allergen; allergens; allergy testing; antby; anti; antibodies; antibody; autoantibodies; autoantibody; f297; f373; gum acacia; gum senegal; gum sudan; level; mass concentration; point in time; qnt; quan; quant; quantitative; random; rf297; senegal gum; serum; sr; sudan gum,Qn
56187-8,barley igg4 ab [mass/volume] in serum,barley igg4-mcnc,barley igg4 (s) [mass/vol],abs; aby; allergen; allergens; allergy testing; antby; anti; antibodies; antibody; autoantibodies; autoantibody; barley; f006; f6; level; mass concentration; point in time; qnt; quan; quant; quantitative; random; serum; sr,Qn
56190-2,bermuda grass igg4 ab [mass/volume] in serum,bermuda grass igg4-mcnc,bermuda grass igg4 (s) [mass/vol],abs; aby; allergen; allergens; allergy testing; antby; anti; antibodies; antibody; autoantibodies; autoantibody; bermuda grass; g002; g2; level; mass concentration; point in time; qnt; quan; quant; quantitative; random; serum; sr,Qn
56192-8,"bass, black igg4 ab [mass/volume] in serum",bass igg4-mcnc,"bass, black igg4 (s) [mass/vol]",abs; aby; allergen; allergens; allergy testing; antby; anti; antibodies; antibody; autoantibodies; autoantibody; bass; black bass; chub; f368; largemouth bass; level; mass concentration; point in time; qnt; quan; quant; quantitative; random; serum; sr,Qn
56214-0,acremonium sp igg4 ab [mass/volume] in serum,acremonium igg4-mcnc,acremonium sp igg4 (s) [mass/vol],abs; aby; allergen; allergens; allergy testing; antby; anti; antibodies; antibody; autoantibodies; autoantibody; cephalosporium; level; m202; mass concentration; point in time; qnt; quan; quant; quantitative; random; serum; species; spp; sr,Qn
5621-8,chromium [mass/volume] in red blood cells,cr rbc-mcnc,chromium (rbc) [mass/vol],c609; chrome; cr; drug/toxicology; drugs; erythrocytes; level; mass concentration; point in time; qnt; quan; quant; quantitative; random; red blood cells; red blood corpusles,Qn
