LOINC_NUM,text_representation
14848-6,neutrophils/leukocytes manual cnt random (pleur fld)
2073-5,chloride [moles/volume] in red blood cells
2073-5,chloide blodcells in red [mes/vlume]
2073-5,level chloride [moles/volum] in ed blodcells
2073-5,chloride rbc-scnc
2073-5,rbc-scnc chloride
2073-5,cl chlride rbc-snc
2073-5,chloride (rbc) [moles/vol]
2073-5,[moles/vol] (rb) chloide
2073-5,chloride(rc [moles/ol]
51385-3,plasma cells/leukocytes in cerebral spinal fluid by manual count
51385-3,plasmcells/leukcyts in cerbral sil fluid by white blood cells manual count
51385-3,plasma cells/leukocytes spinal cerebral in fluid by manual count
51385-3,plasma cells nfr csf manual
51385-3,plasma nfr cells cerebrospinal fluid cell manual
51385-3,nfr cells plasma csf manual quant
51385-3,plasma cells/leukocytes manual cnt (csf)
51385-3,plasma manual cells/leukocytes cnt (csf) number fraction
51385-3,plasma cells/leukocytes manual cnt (csf) quan
13618-4,tetrahydroaldosterone [mass/time] in 24 hour urine
13618-4,tetrahydroaldosterone in [mass/time] 24 hour urine
13618-4,tetrahydroaldosterone [mass/time] in 24 hour urine quant
13618-4,thaldost 24h ur-mrate
13618-4,ur-mrate mrate thaldost24h
13618-4,24h thaldost ur-mrate
13618-4,tetrahydroaldosterone (24h u) [mass/time]
13618-4,tetrahydroaldosterone mrate (24h [mass/time] u)
13618-4,chemistry tetrahydroaldosterone (24h u) [mass/time]
14556-5,mycobacterium tuberculosis dna [presence] in sputum by naa with probe detection
14556-5,mycobacterum tberculosi dna [presece in sda sputum probe naa with y detection
14556-5,mycobacterium tuberculosis dna [ql] in sputum by naa with probe detection
14556-5,m tb dna spt ql naa+probe
14556-5,naa+probe tb dna lung spt ql m
14556-5,mt ql spt dna naa+probe
14556-5,m. tuberculosis dna naa+probe ql (sput)
14556-5,m. tubeculosis na na+pobe l (ut)
14556-5,m. turculossdnaa+prob ql (sput
54468-4,cholesterol in hdl 2b/cholesterol in total hdl in serum or plasma by electrophoresis
54468-4,holesterolin hdl 2b/holesterol seumor total hdl in in high density lipoprotein cholesterols plsma by lectrphoris
54468-4,2b/cholesterol in hdl cholesterol in total hdl in serum or plasma by electrophoresis
54468-4,hdlc 2b mfr serpl elph
54468-4,mfr 2b hdlc serpl elph
54468-4,hdlc serpl mfr 2b elph
54468-4,cholesterol in hdl 2b/cholesterol in total hdl elph [mass fraction]
54468-4,coleserol choles in hl 2b/colesterol in total hdlelph [massfaction]
54468-4,cholesterol hdl in 2b/cholesterol in total hdl elph [mass fraction]
21595-4,varicella zoster virus igg ab [titer] in cerebral spinal fluid by immunofluorescence
21595-4,varicella oster spinal fld virus ig b [titer] cerebra in sinalfluid b immunoluorecence
21595-4,varicella zoster virus igg ab [titer] smqn in cerebral spinal fluid by immunofluorescence
21595-4,vzv igg titr csf if
21595-4,vv ig titr sf if
21595-4,vzv ig titr cerebrospinal fl cfif
21595-4,vzv igg if (csf) [titer]
21595-4,vzv i igg (cerebrospinal fluid) [titer] fluoresent
21595-4,vzv immune fluorescence igg if (csf) [titer]
34396-2,11-ketoetiocholanolone/creatinine [molar ratio] in urine
34396-2,11-ketoetiocolanolne/creatinine urne ato] i [molr
34396-2,11-ketoetiocholanolone/creatinine [molar ratio] in urine quantitative
34396-2,11ketoetioch/creat ur-srto
34396-2,ur-srto 11ketoetioch/creat
34396-2,ur-srto substance concentration ratio 11ketoetioch/creat
34396-2,11-ketoetiocholanolone/creatinine (u) [molar ratio]
34396-2,11-ketoetiocholanolone/creatinine quan (u) [molar ratio]
34396-2,11-ketoetiocholanolone/creatinine ratio] [molar point in time (u)
101680-7,neonatal aborh and ab antibody panel - blood from newborn
101680-7,neonatal aborh and antibody ab panel - blood from newborn
101680-7,neonatal aborh and blood bank ab - panel antibody blood from newborn
101680-7,nasr bld nb
101680-7,nb nasr nb bld
101680-7,blood nasr new born nb
101680-7,neonatal aborh and ab antibody panel (bld newborn)
101680-7,neonatal aor and ab ewborn) panl blood anibdy
101680-7,neonatal aborh and ab antibody panel (blood newborn)
95830-6,hematopoietic progenitor cell product characterization panel - blood product unit by flow cytometry (fc)
95830-6,hematopoietic progenitor cll produc charcterization ane - blood panel.bloodbank prductunitby flow cytometry(fc)
95830-6,hematopoietic progenitor cell product characterization panel (fc) blood product unit by flow cytometry -
95830-6,hpc product panel bpu fc
95830-6,hpc panel product bpu fc
95830-6,panel product hpc bpu fc
95830-6,hematopoietic progenitor cell product characterization panel fc (bpu)
95830-6,fc emaopoieic progenitor cell product characterization panel f (bpu)
95830-6,hematpoitic progenitor e rout characteriztion panel fc (bp)
15201-7,platelets large fragments [#/volume] in blood by manual count
15201-7,platelets # large fragments [#/volume] in blood by manual count
15201-7,manul lrge ragent platelt [#/volume] i bloodby platelets count
15201-7,platelets lg frg # bld manual
15201-7,plateletslgrg # maal bl fragment
15201-7,platelets lg frg # bld manual absolutes
15201-7,platelets large fragments manual cnt (bld) [#/vol]
15201-7,platelets large fragments manual cnt (bld) absolute [#/vol]
15201-7,framents large platelt mnual cnt (bld) platelet [#/vol]
86502-2,varicella zoster virus strain dna [type] in specimen by naa with probe detection
86502-2,varicella virus zoster strain dna [type] in specimen by naa with probe detection
86502-2,variell zster irus strain dna [type] in specmen by aa wit prb detection
86502-2,vzv strain dna spec naa+probe
86502-2,vzv strain spec dna naa+probe
86502-2,naa+probe strain dna spec vzv unspecified
86502-2,vzv strain dna naa+probe nom (specimen)
86502-2,deoxyribonucleic acid strain vzv dna naa+probe nom (specimen)
86502-2,v sran (specimen) nom vzv strain nana+proe
62588-9,phenx - oral health - fluoride use protocol 080601
62588-9,phenx - orl health - fluoride use protocol 08061 random
62588-9,oral phen health luorideuse protoco 080601 panel.phenx
62588-9,oral fluoride use proto
62588-9,olfluordeuse prt oral fluoride use proto
62588-9,oral fluoride use proto random
77755-7,6-monoacetylmorphine (6-mam) cutoff [mass/volume] in saliva (oral fluid) for confirmatory method
77755-7,6-monoacetylmorphine (6-mam) cutoff [mass/volume] in for (oral fluid) saliva confirmatory method
77755-7,6-monoaetylmorhne 6-ma) cutof [mas/volume] insaliva (oral fluid) forconfirmatory ethod
77755-7,6mam cto sal cfm-mcnc
77755-7,6-acetylmorphine 6am cto al fm-mcnc
77755-7,6 mam 6mam cto sal cfm-mcnc
77755-7,6-monoacetylmorphine (6-mam) cutoff confirm (sal) [mass/vol]
77755-7,6-mnoacetylorphine (6-mam cutoff onfir (sal) [masvol
77755-7,6-monoacetylmorphine (6-mam) cutoff confirm [mass/vol] (sal)
76464-7,american physical therapy association registry panel
76464-7,apta registry panel therapy physical american association rgiry panel
76464-7,ameian phyical associationregitry panl therapy pane
76464-7,apta registry panel
76464-7,apta registry pnl panel
76464-7,registry apta panel
88926-1,histoplasma capsulatum dna [presence] in tissue by naa with probe detection
88926-1,[presenc] apsulatum da histoplasma in tissue by naa wit prob detecion
88926-1,"histoplasma capsulatum tissue, unspecified dna [presence] in tissue by naa with probe detection"
88926-1,h capsul dna tiss ql naa+probe
88926-1,h capul dna tiss presence naa+probe
88926-1,h capsul dna tiss presence naa+probe
88926-1,h. capsulatum dna naa+probe ql (tiss)
88926-1,h. capsulatum dna naa+probe ql (tiss) histo
88926-1,id h. (tiss) dna naa+probe ql capsulatum
43828-3,benzodiazepines [presence] in specimen
43828-3,n benzodiazepies[preenc] specien
43828-3,benzodiazepines random [ql ispecimen
43828-3,benzodiaz spec ql
43828-3,spec benzodiaz spe ql
43828-3,benzodiaz ql spec
43828-3,benzodiazepines ql (specimen)
43828-3,benzodiazepines (specimen) pr ql
43828-3,(specimen) qualitative ql benzodiazepines
41029-0,listeria monocytogenes h1 ab [titer] in serum
41029-0,lsteri monocytogenes 1 ab [titer serum i
41029-0,listeria monocytogenes h1 ab [titer] serum in
41029-0,l monocytog.h1 ab titr ser
41029-0,l monocytog.h1 ab titr ser antibody
41029-0,l monocytog.h1 ab titr ser dilution factor (titer)
41029-0,l. monocytogenes h1 ab (s) [titer]
41029-0,moncygenes 1 ab sr (s) [tier]
41029-0,l. monocytogenes h1 ab (s) [titer]
79273-9,3-hydroxytrimethyl-l-lysine/trimethyllysine [molar ratio] in dbs
79273-9,3-hydroxytrimethyl-l-lysine/trimethyllysine substance concentration ratio [molar ratio] in dbs
79273-9,3-hydroxytrimethyl-l-lysine/trimethyllysine [molar ratio] in levo dbs
79273-9,3oh-trimethyl-l-lysine/tml dbs-srto
79273-9,3oh-trimethy-llysine/tl bs-sto
79273-9,dbs-srto 3oh-trimethyl-l-lysinetml
79273-9,3-hydroxytrimethyl-l-lysine/trimethyllysine (dbs) [molar ratio]
79273-9,atio] 3-hyroytrimethyl--lysine/trimethyllysine(dbs)[molar
79273-9,3-hydroxytrimethyl-l-lysinetrimehyllyie (db) [molar quantitative rtio
13729-9,deoxypyridinoline/creatinine [mass ratio] in urine
13729-9,deoxypyridnoline/creatinine [mass ratio] i urin
13729-9,free lysly-pyridinoline deoxypyridinoline/creatinine [mass ratio] in urine
13729-9,dpd/creat ur
13729-9,urn dpd/creat ur
13729-9,ur dpd/creat
13729-9,deoxypyridinoline/creatinine (u) [mass ratio]
13729-9,mass ratio (u) dexypyriinoline/creatinine [mass ratio]
13729-9,deoxypyridinoline/creatinine (u) [mass crea ratio]
26631-2,borrelia hermsii ab [presence] in serum
26631-2,presence] hermsii a borrelia in serum antby
26631-2,orreliahersii ser [resence] in antibody ab
26631-2,b hermsii ab ser ql
26631-2,b hermsii sr ab presence
26631-2,ql hermsii a er b
26631-2,b. hermsii ab ql (s)
26631-2,b. hrmsi ab ql (s)
26631-2,b. (s ab ql hermsii b hermsii
72619-0,norpropoxyphene [mass/volume] in saliva (oral fluid)
72619-0,norpropoxyphene (oral in saliva [mass/volume] fluid)
72619-0,norpropoxyphene [mass/volume] in oral fluid saliva (oral fluid)
72619-0,norpropoxyph sal-mcnc
72619-0,sal sal-mcnc norpropoxyph
72619-0,drugs norprpoph sal-mcnc
72619-0,norpropoxyphene (sal) [mass/vol]
72619-0,opropoxyphene (sal)[mass/vol]
72619-0,norproxphee [mass/vol] (sal)
101808-4,xylazine [mass/volume] in urine by confirmatory method
101808-4,xylzine i [mass/volume] uriney confirmator ethod
101808-4,xylazine in [mas/volume] urine by conimatorymethod
101808-4,xylazine ur cfm-mcnc
101808-4,xylazine cfm-mcnc ur
101808-4,ur xylazine ur c-mnc
101808-4,xylazine confirm (u) [mass/vol]
101808-4,xylazine [masvol] (u) confirm
101808-4,[mass/vol] confirm (u) xylazine
42530-6,smooth muscle ab [titer] in cerebral spinal fluid
42530-6,smooth muscleab [ite] in cerbral fluid spinal
42530-6,smooth musle ab cerebral n [titer] spial fluid
42530-6,smooth muscle ab titr csf
42530-6,smooth muscle ab titrcs
42530-6,cerebrospinal fluid muscle ab serology tir smooth
42530-6,smooth muscle ab (csf) [titer]
42530-6,(csf) uscle a smooth [tter spinal flu
42530-6,smooth muscle titer ab (cerebrospinal fluid) [titer]
26598-3,sarcosine [moles/volume] in cerebral spinal fluid
26598-3,sarcosine [moles/volume] in cerebral spinal fluid
26598-3,sarcosine in [moles/volume] spinal fl cerebral spinal fluid
26598-3,sarcosine csf-scnc
26598-3,chemistry csf-scnc sarcosine
26598-3,csf-scnc sarcosine spinal flu
26598-3,sarcosine (csf) [moles/vol]
26598-3,quan sarcosine (csf) [moles/vol]
26598-3,sarcosine [moles/vol] (csf)
76453-0,physical therapy initial visit panel
76453-0,physical panel initial visit therapy
76453-0,panel therapy initial visit apta physical
76453-0,pt init visit pnl
76453-0,pt visit init pnl
76453-0,pnl pt init pnl vst
34222-0,17-ketosteroids [moles/volume] in urine
34222-0,[moles/volume]in 17-ketotroids chemistry urine
34222-0,in [mles/volume] 17-eosteroids urine
34222-0,17ks ur-scnc
34222-0,ur-scnc 17ks
34222-0,urn u-scnc 17ks
34222-0,17-ketosteroids (u) [moles/vol]
34222-0,ketosteroid (u) 17-etosterids [moles/vol]
34222-0,17-ktosteods u) [moles/vol]
77379-6,human papilloma virus 16 and 18 and 31+33+35+39+45+51+52+56+58+59+66+68 dna [interpretation] in cervix
77379-6,human papilloma virus 16 and 18 hpv16+18+hrisk12dna and 31+33+35+39+45+51+52+56+58+59+66+68 dna [interpretation] in cervix
77379-6,human pailloma irus 16 an 18 genital warts and31+33+3+39+4+51+52+56+58+5+6668 dna [iterpretaton] n cev
77379-6,hpv16+18+h risk 12 dna cvx-imp
77379-6,hpv16+18+h 12 risk dna cvx-imp
77379-6,hpv16+18+h risk 12 da cvx-imp hpv16+18
77379-6,hpv 16 and 18 and 31+33+35+39+45+51+52+56+58+59+66+68 dna (cvx) [interp]
77379-6,and 16 hpv 18 and 31+33+35+39+45+51+52+56+58+59+66+68 dna (cvx) [interp] infectiousdisease
77379-6,hpv 16 and 18 and 31+33+35+39+45+51+52+56+58+59+66+68 dna (cvx) [interp]
73405-3,doxazosin induced platelet igm ab [presence] in serum or plasma by flow cytometry (fc)
73405-3,doxazosin induced platelet igm ab [presence] in serum or plas by random flow cytometry (fc)
73405-3,doxazosin induced platelet in ab [presence] igm serum or plasma by flow cytometry circulating platelet ab (fc)
73405-3,doxazosin ind plt igm serpl ql fc
73405-3,doxazosin nd antibodies pt ig erplql fc
73405-3,doxazosin ind plt igm serpl l fc
73405-3,doxazosin induced platelet igm fc ql
73405-3,induced sr doxazosin platelet igm fc ql
73405-3,doxazosn induced thrombocyte ptelet ql fc igm
54015-3,azurocidin ab [presence] in serum
54015-3,[presenc] ab azurocidn inserum
54015-3,zurocidn ordinal ab[presnce] in serum
54015-3,azurocidin ab ser ql
54015-3,azurocidin ab er presence
54015-3,azuocdin abser ql
54015-3,azurocidin ab ql (s)
54015-3,(s) ab pr ql azurocidin
54015-3,azurocidin ab ql az (s)
19189-0,cancer ag 549 [units/volume] in serum or plasma
19189-0,cancer ag 549 [units/volume] ca in serum or plasma
19189-0,cancer ag 549 [units/volume] in serum or quan plasma
19189-0,cancer ag549 serpl-acnc
19189-0,ag549 cancer serl-acnc
19189-0,cancer serpl-acnc ag549
19189-0,cancer ag 549 qn
19189-0,59 g cancr qn
19189-0,cancer ag qn 549
59682-5,hydroxyethylflurazepam [mass/volume] in blood
59682-5,hydoxthyllurazeam [mass/volum] in blod drugs
59682-5,in [mass/volume] hydroxyethylflurazepam blood
59682-5,oh-ethylfluraz bld-mcnc
59682-5,oh-ethylfluraz bld-mcnc point in time
59682-5,bld-mcnc oh-ethylflraz flurazepam metabolite
59682-5,hydroxyethylflurazepam (bld) [mass/vol]
59682-5,hydroxyethylflurazpam wb blood [ass/o]
59682-5,hroxyethlflrazpam (blood) [mass/v]
105210-9,enterovirus rna [presence] in sputum by naa with probe detection
105210-9,enteroviru lower respiratory rna [pesenc] i sputum by na wth proe detectin
105210-9,enteroirus na [ql] in spuum nawith by prbedetecion
105210-9,ev rna spt ql naa+probe
105210-9,v rna ev spt presence na+probe
105210-9,ev rna spt presence naa+probe
105210-9,enterovirus rna naa+probe ql (sput)
105210-9,enteroviusrna na+pobe lower respiratory ql (sput)
105210-9,rna enterovirus naa+pobe ql(sput)
46191-3,histoplasma capsulatum igg ab [presence] in cerebral spinal fluid
46191-3,histoplasma capsulatum igg ab [ql] cerebral in spinal fluid
46191-3,pr histoplasmacapsulat igg ab [presence] spinal cerera in fluid
46191-3,h capsul igg csf ql
46191-3,h capsul igg ql pr csf
46191-3,h capsu ql histoplasmosis sf ig
46191-3,h. capsulatum igg ql (csf)
46191-3,h. igg capsulatum ql (csf)
46191-3,(csf) capsulatum igg ql h.
10578-3,glycerophosphocholine [moles/volume] in seminal plasma
10578-3,glycerophoshocholine plasma in seminal [molesvolue]
10578-3,glyceroposphocholine [moles/volume] in seminal plasma
10578-3,gpc semin plas-scnc
10578-3,gpc smin plas-scnc
10578-3,gpc semin plas-scnc
10578-3,glycerophosphocholine (seminal plasma) [moles/vol]
10578-3,glycerophosphocholine (seminal [moles/vol] plasma)
10578-3,(seminal glycerophosphocholine plasma) [moles/vol]
101770-6,trichophyton violaceum dna [presence] in specimen by naa with probe detection
101770-6,trichophyton violaceum dna [presence] in specimen by naa with probe detection
101770-6,trichophyton violaceum dna [presence] in amplification secimen by naa with probe detetion
101770-6,t. violaceum dna spec ql naa+probe
101770-6,t. violacm da t. violaceum dna spe ql na+prbe
101770-6,naa+robe vioaceum dna spec ql t. t. violaceum dna
101770-6,trichophyton violaceum dna naa+probe ql (specimen)
101770-6,tricophyton violacem dna naa+probe ql (secimen)
101770-6,trichophyon ilaceum dn t. violaceum naa+prbe presence (spcmn)
26795-5,alanine [presence] in 24 hour urine
26795-5,alanine resene]in 24 hour uine
26795-5,aanine peee] in24 1 day hour urine
26795-5,alanine 24h ur ql
26795-5,screen presence 24h ur alanine
26795-5,ql 24h ur alanine
26795-5,alanine ql (24h u)
26795-5,alanine u) (24h ordinal ql
26795-5,ql alanie (24h )
26035-6,serotonin [moles/volume] in plasma
26035-6,serotonin in enteramine [moles/volume] plas
26035-6,random serotonin [moles/vome] in plasma
26035-6,serotonin plas-scnc
26035-6,plas-scnc pl serotonin
26035-6,erotoinpls-scnc
26035-6,serotonin (p) [moles/vol]
26035-6,serotonin [moles/vol] (p) pl
26035-6,serotonin (p) [molesvl] substance concentration
47536-8,3-hydroxypropionate (3-oh-c3) [moles/volume] in plasma
47536-8,3-hydroxypropionate (3-h-c3 [moles/volue] in plama
47536-8,3-hydroxypropionate plas [moles/volume] in (3-oh-c3)
47536-8,3oh-propionate plas-scnc
47536-8,substance concentration las-scc 3o-propionate
47536-8,plasma-scnc 3o-propint 3oh-propionate
47536-8,3-hydroxypropionate (3-oh-c3) (p) [moles/vol]
47536-8,(3-oh-c3) 3-hydroxypropionate (p) [moles/vol]
47536-8,3-hydroxypopionate (p)[molesvol] pl 3-oh-c3
41015-9,human coronavirus oc43 igg ab [presence] in serum
41015-9,igg immune globulin g coronavirus oc43 human ab [presence] in ser
41015-9,human cornavirus oc43 igg ab [presnce] in seum
41015-9,hcov oc43 igg ser ql
41015-9,hcov oc43 ql serum igg
41015-9,hov oc43 ig ser ql
41015-9,hcov oc43 igg ql (s)
41015-9,hcov o43 igg ql pr (s)
41015-9,hcov oc43 igg ql ()
11048-6,glyceraldehyde 3 phosphate dehydrogenase [enzymatic activity/volume] in red blood cells
11048-6,glyceraldehyde 3 posphate ehydrogease [eymatc actiiy/volume] in red blood cels
11048-6,red 3 phosphate dehydrogenase [enzymatic activity/volume] in glyceraldehyde blood cells
11048-6,gapd rbc-ccnc
11048-6,gapd rbc-ccnc phosphorus
11048-6,rbc-ccnc gapd point in time
11048-6,glyceraldehyde 3 phosphate dehydrogenase (rbc) [catalytic activity/vol]
11048-6,phosphorous gyceraldehyde phosphae 3 dehydoenas (rbc) [cataltic activity/vol]
